path;data;extension;date;length;length_after_html_drop;@userName;hashtag;URLs;emoticon;emoji;length_after_cleaning_text;language;interjection;target
sms-spam-collection/_ham_/2455.tsms;left dessert.  wan  2 go suntec look 4 ?;tsms;null;45;45; ; ; ; ; ;45;nl; ;ham
sms-spam-collection/_ham_/990.tsms;ugh.   drive back  suck dick  la.  butt  sore.;tsms;null;54;54; ; ; ; ; ;54;en;ugh -- la -- ;ham
sms-spam-collection/_ham_/2801.tsms;house-maid   murderer,   man  murdered  <#>  january..  public holiday  govt.instituitions  closed,including post office.. ;tsms;null;156;150; ; ; ; ; ;150;en;man -- ;ham
sms-spam-collection/_ham_/4421.tsms;ok  msg u b4  leave my house.;tsms;null;32;32; ; ; ; ; ;32;no; ;ham
sms-spam-collection/_ham_/2618.tsms;  pick  phone  .  send  message;tsms;null;52;52; ; ; ; ; ;52;en;right -- now -- ;ham
sms-spam-collection/_ham_/4338.tsms;  tuesday night   4 real;tsms;null;30;30; ; ; ; ; ;30;en;night -- ;ham
sms-spam-collection/_ham_/3139.tsms;    ?;tsms;null;19;19; ; ; ; ; ;19;en;what -- now -- doing -- ;ham
sms-spam-collection/_ham_/1076.tsms;oi. ami parchi  re. kicchu kaaj korte iccha korche . phone ta tul . plz. plz.;tsms;null;84;84; ; ; ; ; ;84;sk; ;ham
sms-spam-collection/_ham_/3205.tsms;' good.   .    working ;tsms;null;47;47; ; ; ; ; ;47;en;now -- how -- good -- ;ham
sms-spam-collection/_ham_/1287.tsms;night  ended   day, morning     special .   smile   sunny rays  leaves  worries   blue blue bay. good mrng;tsms;null;157;157; ; ; ; ; ;157;en;way -- night -- morning -- like -- good -- come -- ;ham
sms-spam-collection/_ham_/4469.tsms;    laughing  loud;tsms;null;27;27; ; ; ; ; ;27;en;thanks -- out -- now -- ;ham
sms-spam-collection/_ham_/771.tsms;     damn job hunting  !;tsms;null;59;59; ; ; ; ; ;59;en;this -- over -- not -- here! -- damn -- ;ham
sms-spam-collection/_ham_/3392.tsms;'   meeting, call   ;tsms;null;35;35; ; ; ; ; ;35;en;later -- ;ham
sms-spam-collection/_ham_/896.tsms;"superb thought- "" grateful       .  means     opportunity   happier tomorrow    today.""";tsms;null;149;149; ; ; ;:-) ; ;145;en;don't -- ;ham
sms-spam-collection/_ham_/4589.tsms; wanted     happy  year   wanted  talk     legal advice     gary   split   person.  make  trip  ptbo  .  hope   good   babe   love yeah ;tsms;null;230;230; ; ; ;:) ; ;227;en;yeah -- when -- good -- ;ham
sms-spam-collection/_ham_/5391.tsms;ok. ok..then..whats  todays plan;tsms;null;37;37; ; ; ; ; ;37;en;okay -- ;ham
sms-spam-collection/_ham_/2609.tsms;hello madam how are you ?;tsms;null;26;26; ; ; ; ; ;26;so; ;ham
sms-spam-collection/_ham_/1304.tsms;  pick  phone  .  send  message;tsms;null;52;52; ; ; ; ; ;52;en;right -- now -- ;ham
sms-spam-collection/_ham_/2110.tsms;lara said she can loan me <#> . ;tsms;null;39;33; ; ; ; ; ;33;ga; ;ham
sms-spam-collection/_ham_/2169.tsms; .        months;tsms;null;38;38; ; ; ; ; ;38;en;well -- thank you -- ;ham
sms-spam-collection/_ham_/3760.tsms;"god asked, ""  forgiveness?""   child gave lovely reply, ""   wonderful fruit   tree      hurt   stone.. good night......";tsms;null;163;163; ; ; ; ; ;163;en;when -- what -- good -- ;ham
sms-spam-collection/_ham_/4441.tsms;      tea.    flavour;tsms;null;50;50; ; ; ; ; ;50;en;sure -- not -- ;ham
sms-spam-collection/_ham_/3787.tsms;wat r u doing?;tsms;null;15;15; ; ; ; ; ;15;cy; ;ham
sms-spam-collection/_ham_/688.tsms;dear,  cherthala. case   coming cochin  call bfore  start.   reach accordingly.    day   coming.tmorow   engaged ans  holiday.;tsms;null;170;170; ; ; ; ; ;170;en; ;ham
sms-spam-collection/_ham_/4686.tsms;alright we'll bring it to you, see you in like <#> mins ;tsms;null;64;57; ; ; ; ; ;57;ht; ;ham
sms-spam-collection/_ham_/3440.tsms;awesome,    deal   gate? charles told   night , uh, yeah;tsms;null;79;79; ; ; ; ; ;79;en;yeah -- uh -- night -- how -- ;ham
sms-spam-collection/_ham_/520.tsms;  person  unconscious '  children   adults    behave abnormally. i.ll call  ;tsms;null;118;118; ; ; ; ; ;118;en;now -- ;ham
sms-spam-collection/_ham_/1078.tsms;yep,   pretty sculpture;tsms;null;29;29; ; ; ; ; ;29;en; ;ham
sms-spam-collection/_ham_/5556.tsms;   mind     gas    round trip barring  sudden influx  cash;tsms;null;99;99; ; ; ; ; ;99;en;well -- enough -- ;ham
sms-spam-collection/_ham_/3798.tsms;   time   history '' 'comfort'  'luxury'  sold   price  india..!! onion-rs. <#> petrol-rs. <#> beer-rs. <#> shesil <#> ;tsms;null;181;154; ; ; ; ; ;154;en;time -- same -- ;ham
sms-spam-collection/_ham_/249.tsms; didnt work  .  goodnight . i.ll fix    ready   time  wake .    dearly missed   good night sleep.;tsms;null;147;147; ; ; ; ; ;147;en;time -- okay -- oh -- night -- good -- ;ham
sms-spam-collection/_ham_/417.tsms;      goal ;tsms;null;30;30; ; ; ; ; ;30;en;right -- now -- all right -- ;ham
sms-spam-collection/_ham_/5005.tsms;'      year <#> toyota camry  mr olayiwola' . mileage  <#> . clean          sell .    raise  dough      landing   sell. holla back. ;tsms;null;248;234; ; ; ; ; ;234;en;like -- how -- holla -- here -- ;ham
sms-spam-collection/_ham_/2164.tsms;  darlin instant message     london      smashed    driver!    big dent! instant message  missing       ? xxx;tsms;null;159;159; ; ; ; ; ;159;en;you what -- what -- way -- really -- hi -- ;ham
sms-spam-collection/_ham_/915.tsms;call  ,   waiting   call.;tsms;null;40;40; ; ; ; ; ;40;en; ;ham
sms-spam-collection/_ham_/4099.tsms;    …thanks    tomo;tsms;null;47;47; ; ; ; ; ;47;en;see -- ;ham
sms-spam-collection/_ham_/2594.tsms;tmr timin still  same wat   got lesson until 6...;tsms;null;56;56; ; ; ; ; ;56;it; ;ham
sms-spam-collection/_ham_/2240.tsms; day    sleep  <#>  . ;tsms;null;52;45; ; ; ; ; ;45;en;so -- ;ham
sms-spam-collection/_ham_/4866.tsms;'    lit  hair  fire;tsms;null;41;41; ; ; ; ; ;41;en;sorry -- really -- fire -- ;ham
sms-spam-collection/_ham_/2046.tsms;okay...  booked  already... including    bugis.;tsms;null;60;60; ; ; ; ; ;60;en; ;ham
sms-spam-collection/_ham_/2111.tsms;    spare power supplies;tsms;null;36;36; ; ; ; ; ;36;en; ;ham
sms-spam-collection/_ham_/1999.tsms;,    leave   class babe ...    back   ...  ... hope    nice sleep,  love;tsms;null;118;118; ; ; ;:-( ; ;115;en;well -- nice -- ;ham
sms-spam-collection/_ham_/5222.tsms;    exam   march 3;tsms;null;36;36; ; ; ; ; ;36;en; ;ham
sms-spam-collection/_ham_/2562.tsms;   pressies;tsms;null;24;24; ; ; ; ; ;24;en; ;ham
sms-spam-collection/_ham_/5350.tsms; ?  thought  put  back   box;tsms;null;41;41; ; ; ; ; ;41;en; ;ham
sms-spam-collection/_ham_/4631.tsms;  fun  evening. miss .;tsms;null;42;42; ; ; ; ; ;42;en;this -- ;ham
sms-spam-collection/_ham_/3958.tsms;    day training;tsms;null;34;34; ; ; ;:-) ; ;30;en; ;ham
sms-spam-collection/_ham_/3394.tsms; thanx...;tsms;null;12;12; ; ; ; ; ;12;en;okay -- ;ham
sms-spam-collection/_ham_/3697.tsms;i am in tirupur.  call you da.;tsms;null;31;31; ; ; ; ; ;31;ast; ;ham
sms-spam-collection/_ham_/2789.tsms;ãœ    buy    ã¼      .;tsms;null;60;60; ; ; ; ; ;60;en;what -- come -- ;ham
sms-spam-collection/_ham_/950.tsms;   time     ?;tsms;null;39;39; ; ; ; ; ;39;en;what -- time -- come -- ;ham
sms-spam-collection/_ham_/2917.tsms; time     friend   ?;tsms;null;48;48; ; ; ; ; ;48;en;what -- time -- ;ham
sms-spam-collection/_ham_/3915.tsms;today  accept day.. accept  ? brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd  rply means enemy;tsms;null;157;157; ; ; ; ; ;157;en;brother -- ;ham
sms-spam-collection/_ham_/1679.tsms;  people    special   sight,      remain special   till   sight.. maintain  till life ends.. sh!  ;tsms;null;157;157; ; ; ; ; ;157;en;so -- just a second -- ;ham
sms-spam-collection/_ham_/5017.tsms;hey gals...u all wanna meet 4 dinner at nìte?;tsms;null;46;46; ; ; ; ; ;46;br; ;ham
sms-spam-collection/_ham_/4682.tsms;are you staying in town ?;tsms;null;26;26; ; ; ; ; ;26;ht; ;ham
sms-spam-collection/_ham_/4488.tsms;miss call miss call khelate kintu opponenter miss call dhorte lage.   rule.   great phone receiving quality wins.;tsms;null;127;127; ; ; ; ; ;127;en;great -- ;ham
sms-spam-collection/_ham_/1240.tsms;hope     great  semester.      .   made  greatness.;tsms;null;97;97; ; ; ; ; ;97;en;great -- ;ham
sms-spam-collection/_ham_/1715.tsms;yeah      ;tsms;null;25;25; ; ; ; ; ;25;en;yeah -- why -- see -- not -- ;ham
sms-spam-collection/_ham_/2654.tsms; da:)i  thought  calling  lot  times:)lil busy.  call   noon..;tsms;null;88;88; ; ; ; ; ;88;en;sorry -- ;ham
sms-spam-collection/_ham_/220.tsms;yeah  .          moment   register.     '       .         ready.;tsms;null;160;160; ; ; ; ; ;160;en;yeah -- when -- sure -- now -- not -- help -- ;ham
sms-spam-collection/_ham_/2326.tsms;apps class varaya elaya.;tsms;null;25;25; ; ; ; ; ;25;ca; ;ham
sms-spam-collection/_ham_/3119.tsms;     reply order  slippers     pay  returning .;tsms;null;77;77; ; ; ; ; ;77;en; ;ham
sms-spam-collection/_ham_/2630.tsms;hey ! glad    .  hear  treated urself   digi camera,   good?     9pm.   fabulous  year,    coupla wks!;tsms;null;140;140; ; ; ; ; ;140;en;there! -- see -- now -- is it -- hey -- good -- ;ham
sms-spam-collection/_ham_/3083.tsms;  importantly,   discuss      .;tsms;null;62;62; ; ; ; ; ;62;en; ;ham
sms-spam-collection/_ham_/55.tsms;    mallika sherawat  yesterday? find   @ <uniform resource locator> ;tsms;null;77;71; ; ; ; ; ;71;en;you know -- what -- out -- now -- ;ham
sms-spam-collection/_ham_/1114.tsms; ' good   movie,      leave   hourish?;tsms;null;62;62; ; ; ; ; ;62;en;okay -- is it -- good -- ;ham
sms-spam-collection/_ham_/3896.tsms;yes. last  practice;tsms;null;20;20; ; ; ; ; ;20;fr;yes -- ;ham
sms-spam-collection/_ham_/2029.tsms;kallis  ready  bat  2nd innings;tsms;null;39;39; ; ; ; ; ;39;en; ;ham
sms-spam-collection/_ham_/362.tsms;oh ok  prob..;tsms;null;16;16; ; ; ; ; ;16;sk; ;ham
sms-spam-collection/_ham_/3634.tsms;hui xin is in da lib.;tsms;null;22;22; ; ; ; ; ;22;mt; ;ham
sms-spam-collection/_ham_/4179.tsms; teams waiting   players;tsms;null;35;35; ; ; ; ; ;35;en; ;ham
sms-spam-collection/_ham_/2539.tsms; monthly amount    terrible     pay  till 6months  finishing school.;tsms;null;107;107; ; ; ; ; ;107;en;not -- ;ham
sms-spam-collection/_ham_/4778.tsms; completely forgot *  pop  round  week    ?;tsms;null;74;74; ; ; ; ; ;74;en;this -- sorry -- pop -- here -- ;ham
sms-spam-collection/_ham_/1031.tsms;   foreign stamps   country. good lecture .;tsms;null;59;59; ; ; ; ; ;59;en;this -- not -- good -- ;ham
sms-spam-collection/_ham_/1579.tsms;  make  girl happy?      difficult  make girls happy.     be... 1.  friend 2. companion 3. lover 4. chef . . . <#> . good listener <#> . organizer <#> . good boyfriend <#> .  clean <#> . sympathetic <#> . athletic <#> . warm . . . <#> . courageous <#> . determined <#> . true <#> . dependable <#> . intelligent . . . <#> . psychologist <#> . pest exterminator <#> . psychiatrist <#> . healer . . <#> . stylist <#> . driver . . aaniye pudunga venaam.. ;tsms;null;612;487; ; ; ; ; ;487;en;not at all -- not -- how -- good -- ;ham
sms-spam-collection/_ham_/5282.tsms;vikky,   <time> .. ;tsms;null;36;30; ; ; ; ; ;30;en;time -- come -- ;ham
sms-spam-collection/_ham_/2278.tsms;!   ? instant message bored. inever thought id  bored   television   .    exciting  happened ? ! ;tsms;null;136;136; ; ; ;=/ ; ;133;en;there -- how -- hello! -- ;ham
sms-spam-collection/_ham_/2026.tsms; ,     eggs-pert   potato head… speak !;tsms;null;74;74; ; ; ; ; ;74;en;yes -- ;ham
sms-spam-collection/_ham_/1260.tsms;   jd  customer service cum accounts executive   mail id,  details contact ;tsms;null;98;98; ; ; ; ; ;98;en; ;ham
sms-spam-collection/_ham_/207.tsms;  entered  cabin  pa , '' happy birthday boss !!''.  felt special.  askd  4 lunch.  lunch  invited    apartment.   .;tsms;null;157;157; ; ; ; ; ;157;en;there -- happy birthday -- ;ham
sms-spam-collection/_ham_/4346.tsms;enjoy urself tmr...;tsms;null;20;20; ; ; ; ; ;20;mt; ;ham
sms-spam-collection/_ham_/1624.tsms;ass hole,   confuses things, doesn‘t ?;tsms;null;43;43; ; ; ; ; ;43;en;well -- ;ham
sms-spam-collection/_ham_/1614.tsms;thnx dude.  guys out 2nite?;tsms;null;29;29; ; ; ; ; ;29;fr; ;ham
sms-spam-collection/_ham_/4707.tsms;wow  healthy.  airport  lor.  thk   .    bathing  dog .;tsms;null;96;96; ; ; ; ; ;96;en;wow -- so -- later -- ;ham
sms-spam-collection/_ham_/2997.tsms; released vday shirts    put    makes  bottom half naked    white underwear.;tsms;null;113;113; ; ; ; ; ;113;en;when -- ;ham
sms-spam-collection/_ham_/2557.tsms;fuck babe ...  happened   ?      back?;tsms;null;67;67; ; ; ; ; ;67;en;what -- how -- fuck -- come -- ;ham
sms-spam-collection/_ham_/1540.tsms;you'reply    '    make xavier smoke       smoke   told  smoke  ?;tsms;null;122;122; ; ; ; ; ;122;en;sure -- not -- ;ham
sms-spam-collection/_ham_/4921.tsms;g says you never answer your texts, confirm/deny;tsms;null;49;49; ; ; ; ; ;49;ht; ;ham
sms-spam-collection/_ham_/5428.tsms; yeah!   diet  flew   window;tsms;null;46;46; ; ; ; ; ;46;en;yeah! -- out -- oh yeah! -- oh -- ;ham
sms-spam-collection/_ham_/3601.tsms;   mood  today;tsms;null;26;26; ; ; ; ; ;26;en; ;ham
sms-spam-collection/_ham_/4573.tsms;  god       ate?;tsms;null;31;31; ; ; ; ; ;31;en;you know -- what -- oh my god -- oh my -- oh -- how -- ;ham
sms-spam-collection/_ham_/4607.tsms;oh... haha... den     today too... gee,  mind la... kaiez,   mind  jazz oso... scared hiphop open  catch up...;tsms;null;134;134; ; ; ; ; ;134;en;gee -- don't -- ;ham
sms-spam-collection/_ham_/3358.tsms;"brainless baby doll..:-d;-), vehicle sariyag drive madoke barolla..";tsms;null;68;68; ; ; ; ; ;68;br; ;ham
sms-spam-collection/_ham_/2648.tsms;it,,  taxt massage....tie-pos argh ! lool!;tsms;null;47;47; ; ; ; ; ;47;en;okay! -- argh -- ;ham
sms-spam-collection/_ham_/5186.tsms;'  town      mrt  .;tsms;null;49;49; ; ; ; ; ;49;en;so -- now -- later -- ;ham
sms-spam-collection/_ham_/1161.tsms;you sure your neighbors didnt pick it up;tsms;null;41;41; ; ; ; ; ;41;fr; ;ham
sms-spam-collection/_ham_/1106.tsms; hen night.    swing;tsms;null;33;33; ; ; ; ; ;33;en;night -- ;ham
sms-spam-collection/_ham_/1621.tsms;fuck babe,  miss  sooooo  !!       sleep   ...  bed   lonely ...   ,  sleep ...  dream  ,  love ...;tsms;null;155;155; ; ; ; ; ;155;en;so -- now -- here -- fuck -- ;ham
sms-spam-collection/_ham_/1987.tsms;s..antha  corrct dane;tsms;null;25;25; ; ; ; ; ;25;pt; ;ham
sms-spam-collection/_ham_/1112.tsms;awesome,      8th  usf  time tonight?;tsms;null;59;59; ; ; ; ; ;59;en;time -- ;ham
sms-spam-collection/_ham_/498.tsms;   told accenture   confirm.   true.;tsms;null;56;56; ; ; ; ; ;56;en;not -- is it -- ;ham
sms-spam-collection/_ham_/2820.tsms;  forget  owns   ' private property   ...    good boy  .. *passionate kiss*;tsms;null;112;112; ; ; ; ; ;112;en;not -- good -- boy -- ;ham
sms-spam-collection/_ham_/1857.tsms;  slowly.? god, love  &   you,clean  heart   blood.send   ten special people &   miracle tomorrow,  it,pls,  it... ;tsms;null;164;157; ; ; ; ; ;157;en;this -- see -- say -- ;ham
sms-spam-collection/_ham_/3027.tsms; finished  lunch .  wake  ?;tsms;null;48;48; ; ; ; ; ;48;en; ;ham
sms-spam-collection/_ham_/4667.tsms;not..tel software name..;tsms;null;25;25; ; ; ; ; ;25;en; ;ham
sms-spam-collection/_ham_/1655.tsms;"wishing    family merry """" mas  happy  year  advance..";tsms;null;74;74; ; ; ; ; ;74;en; ;ham
sms-spam-collection/_ham_/2225.tsms; prefer  free days... tues, wed, fri oso can... ü   workin lor...;tsms;null;77;77; ; ; ; ; ;77;en; ;ham
sms-spam-collection/_ham_/570.tsms;wot u wanna do then missy?;tsms;null;27;27; ; ; ; ; ;27;so; ;ham
sms-spam-collection/_ham_/4763.tsms; !   lovely night xxx;tsms;null;32;32; ; ; ; ; ;32;en;night -- ;ham
sms-spam-collection/_ham_/1334.tsms;oh... icic... k lor, den meet other day...;tsms;null;43;43; ; ; ; ; ;43;nl; ;ham
sms-spam-collection/_ham_/3198.tsms;    poking man everyday   teach   canada abi!   .   .;tsms;null;97;97; ; ; ; ; ;97;en;so -- man -- how -- hi -- ;ham
sms-spam-collection/_ham_/1905.tsms;wah... okie okie... muz make use of e unlimited... haha...;tsms;null;59;59; ; ; ; ; ;59;af; ;ham
sms-spam-collection/_ham_/2060.tsms;    shadow.    early spring yay;tsms;null;53;53; ; ; ; ; ;53;en;yay -- see -- ;ham
sms-spam-collection/_ham_/2072.tsms;good night  dear.. sleepwell&take care ;tsms;null;45;42; ; ; ; ; ;42;en;night -- good -- ;ham
sms-spam-collection/_ham_/1992.tsms;  valentines huh?  proof    fb page. ugh '  glad    watch  rupaul show  tool!;tsms;null;120;120; ; ; ; ; ;120;en;ugh -- so -- really -- huh -- ;ham
sms-spam-collection/_ham_/3209.tsms;oops  phone died and i didn't even know. yeah i like it better.;tsms;null;66;66; ; ; ; ; ;66;af; ;ham
sms-spam-collection/_ham_/2229.tsms;   exact intentions;tsms;null;31;31; ; ; ; ; ;31;en; ;ham
sms-spam-collection/_ham_/509.tsms;'  significance?;tsms;null;25;25; ; ; ; ; ;25;en; ;ham
sms-spam-collection/_ham_/1991.tsms; darlin     back      nice night       lift   tomorrow xxx;tsms;null;109;109; ; ; ; ; ;109;en;thanks -- so -- see -- really -- night -- nice -- hi -- ;ham
sms-spam-collection/_ham_/2972.tsms;"height  confidenc   aeronautics professors wer calld &  wer askd 2 sit   aeroplane. aftr  sat  wer told   plane ws made   students.   hurried    plane.. bit torrent  1 didnt move...  said:""   made   students, wont  start........ datz confidence.. ";tsms;null;317;314; ; ; ;e: ; ;312;en;this -- out -- ;ham
sms-spam-collection/_ham_/4031.tsms;cool,  text    ;tsms;null;29;29; ; ; ; ; ;29;en; ;ham
sms-spam-collection/_ham_/5339.tsms;my birthday is on feb <#> da. . ;tsms;null;40;33; ; ; ; ; ;33;cy; ;ham
sms-spam-collection/_ham_/2856.tsms;     death  . '   leave  note     robs fault. avenge .;tsms;null;95;95; ; ; ; ; ;95;en; ;ham
sms-spam-collection/_ham_/1716.tsms;      nice ?    friends  classmates?;tsms;null;59;59; ; ; ; ; ;59;en;you know -- nice -- ;ham
sms-spam-collection/_ham_/3680.tsms;stupid.its not possible;tsms;null;24;24; ; ; ; ; ;24;ca; ;ham
sms-spam-collection/_ham_/2939.tsms;hey  booked  pilates  yoga lesson already... haha;tsms;null;60;60; ; ; ; ; ;60;en;hey -- haha -- ;ham
sms-spam-collection/_ham_/946.tsms;  wait   !    photos  ? ;tsms;null;60;60; ; ; ;:) ; ;57;en;see -- how -- ;ham
sms-spam-collection/_ham_/2568.tsms;    hear ;tsms;null;29;29; ; ; ; ; ;29;en;don't -- ;ham
sms-spam-collection/_ham_/2173.tsms;yavnt     played original ;tsms;null;49;49; ; ; ; ; ;49;en; ;ham
sms-spam-collection/_ham_/2498.tsms;dai   da..   send  resume   id.;tsms;null;52;52; ; ; ; ; ;52;en;what -- this -- ;ham
sms-spam-collection/_ham_/1861.tsms;  work,  reach  consensus    meeting;tsms;null;59;59; ; ; ; ; ;59;en; ;ham
sms-spam-collection/_ham_/993.tsms;  ü... ü wan    lor...      stripes skirt...;tsms;null;72;72; ; ; ; ; ;72;en;see -- come -- ;ham
sms-spam-collection/_ham_/2927.tsms;instant message .  studyn  library;tsms;null;32;32; ; ; ; ; ;32;en; ;ham
sms-spam-collection/_ham_/3989.tsms;. sort    town .  .   rush home,   eating nachos.     estimated time  arrival.;tsms;null;105;105; ; ; ; ; ;105;en;you know -- time -- so -- out -- hello -- don't -- ;ham
sms-spam-collection/_ham_/393.tsms;morning    .;tsms;null;23;23; ; ; ; ; ;23;en;okay -- morning -- ;ham
sms-spam-collection/_ham_/1831.tsms;'     stay .;tsms;null;35;35; ; ; ; ; ;35;en;way -- oh -- ;ham
sms-spam-collection/_ham_/223.tsms;sorry, i'll call later;tsms;null;23;23; ; ; ; ; ;23;it; ;ham
sms-spam-collection/_ham_/2530.tsms;       ? '       ;tsms;null;72;72; ; ; ; ; ;72;en;see -- here -- come -- ;ham
sms-spam-collection/_ham_/4046.tsms;    website. .;tsms;null;30;30; ; ; ; ; ;30;en;yes -- ;ham
sms-spam-collection/_ham_/2851.tsms;' fine. good  hear  .     dear? happy  year .;tsms;null;75;75; ; ; ; ; ;75;en;oh -- how -- good -- ;ham
sms-spam-collection/_ham_/906.tsms;hey '  charles    late reply.;tsms;null;50;50; ; ; ; ; ;50;en;sorry -- hey -- ;ham
sms-spam-collection/_ham_/1591.tsms;somewhr   surely made 4 .  god  decided  perfect time  make  meet  person. . . . till den, . . . . . enjoy  crushes..!!!;tsms;null;149;149; ; ; ;";-) "; ;145;en;time -- ;ham
sms-spam-collection/_ham_/1235.tsms;"""hello-/@drivby-:0quit edrunk      pthis makes  senrd-dnot   ^ dancce 2 drum  basq!ihave fun 2nhite  ros xxxxxxx""";tsms;null;128;128; ; ; ; ; ;128;en;sorry -- how -- ;ham
sms-spam-collection/_ham_/1666.tsms;       late    reach  inside already...   ate spageddies lor...    gals   laughing   lor...;tsms;null;130;130; ; ; ; ; ;130;en;when -- don't -- ;ham
sms-spam-collection/_ham_/5540.tsms;    attached       day.              babe.     teach  class   midnight;tsms;null;159;159; ; ; ; ; ;159;en;how -- ;ham
sms-spam-collection/_ham_/2697.tsms;nope  '  home    pump petrol lor...   2 rain soon...;tsms;null;81;81; ; ; ; ; ;81;en;now then -- now -- like -- ;ham
sms-spam-collection/_ham_/1809.tsms;aiyo  bit pai seh ü noe... scared   rem     die... hee...     lookin oredi leh...;tsms;null;115;115; ; ; ; ; ;115;en;don't -- aiyo -- ;ham
sms-spam-collection/_ham_/3267.tsms;tap & spile  . *   pub  gas stop   broad stop   canal. ?;tsms;null;73;73; ; ; ; ; ;73;en;stop -- okay -- ;ham
sms-spam-collection/_ham_/528.tsms;yes! how is a pretty lady like you single?;tsms;null;43;43; ; ; ; ; ;43;ht; ;ham
sms-spam-collection/_ham_/2629.tsms;haha...   what...    tomorrow forfeit... haha  ?;tsms;null;66;66; ; ; ; ; ;66;en;so -- how -- haha -- ;ham
sms-spam-collection/_ham_/1924.tsms;.      village pub  8       . ?;tsms;null;92;92; ; ; ; ; ;92;en;there -- so -- okay -- here -- hello -- come -- ;ham
sms-spam-collection/_ham_/380.tsms; taught  ranjith sir called .    sms  . becaus hes verifying  project. prabu told today   pa  mistake me..;tsms;null;144;144; ; ; ; ; ;144;en;so -- like -- don't -- ;ham
sms-spam-collection/_ham_/437.tsms;   iouri,  told  story  ten times ;tsms;null;59;59; ; ; ; ; ;59;en;like -- ;ham
sms-spam-collection/_ham_/2864.tsms;    lovely,    .       , drinkin, dancin, eatin, cinema, , , about...   !   ?;tsms;null;138;138; ; ; ; ; ;138;en;what -- sure -- out -- okay -- ;ham
sms-spam-collection/_ham_/2349.tsms;  unnecessarily affectionate;tsms;null;38;38; ; ; ; ; ;38;en; ;ham
sms-spam-collection/_ham_/4306.tsms;year    carlos    ;tsms;null;38;38; ; ; ; ; ;38;en;over -- here -- come -- ;ham
sms-spam-collection/_ham_/4532.tsms;  things  .         show      .  continue  brisk walks  drugs  askin    find things  laugh .  love  dearly.;tsms;null;206;206; ; ; ; ; ;206;en;when -- how -- ;ham
sms-spam-collection/_ham_/1834.tsms;    ?;tsms;null;25;25; ; ; ; ; ;25;en;when -- over -- come -- ;ham
sms-spam-collection/_ham_/4427.tsms;    ate?;tsms;null;24;24; ; ; ; ; ;24;en; ;ham
sms-spam-collection/_ham_/1567.tsms;  late.     ;tsms;null;30;30; ; ; ; ; ;30;en;there -- ;ham
sms-spam-collection/_ham_/2337.tsms;"""aww     dead! jez iscoming  todo  workand  whilltake forever!""";tsms;null;95;95; ; ; ; ; ;95;en;well -- over -- aww -- ;ham
sms-spam-collection/_ham_/4194.tsms; ' coming home .;tsms;null;24;24; ; ; ; ; ;24;en;okay -- now -- ;ham
sms-spam-collection/_ham_/3611.tsms;call .   unable  cal. lets meet bhaskar,  deep;tsms;null;56;56; ; ; ; ; ;56;en; ;ham
sms-spam-collection/_ham_/2091.tsms;s:-)kallis wont play    odi;tsms;null;41;41; ; ; ;:-) ; ;37;en; ;ham
sms-spam-collection/_ham_/1569.tsms;today  accept day.. accept  ? brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd  rply means enemy;tsms;null;157;157; ; ; ; ; ;157;en;brother -- ;ham
sms-spam-collection/_ham_/361.tsms;ha ha cool cool chikku chikku:-):-d;tsms;null;39;39; ; ; ;B-) ; ;35;so; ;ham
sms-spam-collection/_ham_/7.tsms;   request 'melle melle (oru minnaminunginte nurungu vettam)'   set   callertune   callers. press *9  copy  friends callertune;tsms;null;161;161; ; ; ; ; ;161;en; ;ham
sms-spam-collection/_ham_/687.tsms; king    crying baby   great building    map..  imprtant    today,    wil reach tomorw. good ni8;tsms;null;144;144; ; ; ; ; ;144;en;not -- great -- good -- ;ham
sms-spam-collection/_ham_/5181.tsms; hope    ,     text   ,    ,    gently ;tsms;null;101;101; ; ; ; ; ;101;en;okay -- hi -- ;ham
sms-spam-collection/_ham_/4605.tsms;thanx 4 puttin  fone down on me!!;tsms;null;36;36; ; ; ; ; ;36;de; ;ham
sms-spam-collection/_ham_/1756.tsms; good:)dhanush rocks  ;tsms;null;40;40; ; ; ;:) ; ;37;en;really -- ;ham
sms-spam-collection/_ham_/4806.tsms;   delay.  masters;tsms;null;33;33; ; ; ; ; ;33;en;yes -- sorry -- ;ham
sms-spam-collection/_ham_/1589.tsms;at 4. let's go to bill millers;tsms;null;31;31; ; ; ; ; ;31;mt; ;ham
sms-spam-collection/_ham_/336.tsms;ta-daaaaa! i am home babe, are you still up ?;tsms;null;46;46; ; ; ; ; ;46;so; ;ham
sms-spam-collection/_ham_/3829.tsms;   ?     ?  yuou working    pc   mom' ?   find  spot    work ?   ;tsms;null;140;140; ; ; ; ; ;140;en;what -- doing -- ;ham
sms-spam-collection/_ham_/1879.tsms;    party  alex nichols;tsms;null;34;34; ; ; ; ; ;34;en; ;ham
sms-spam-collection/_ham_/1723.tsms;thought praps  meant  . goodo!   tomorrow;tsms;null;63;63; ; ; ; ; ;63;en;look -- goodo! -- ;ham
sms-spam-collection/_ham_/4350.tsms;ü bot notes oredi... cos  juz rem  got...;tsms;null;44;44; ; ; ; ; ;44;hr; ;ham
